en|Ruth Miller (1919–1969) was a South African poet. Born in 1919 in Uitenhage, South Africa,
en|Idactus verdieri is a species of beetle in the family Cerambycidae. It was described by
en|ISO 31-9 gives name, symbol and definition for 51 quantities and units of atomic and
en|The New South Wales Office of Local Government, a former agency from 1983 until 2019
en|The Max Plan PF.204 Busard was a French-built light sporting monoplane of the early 1950s.
en|Two ships of the United States Navy have borne the name USS Anthony, in honor
en|The A-Rosa Riva (registered ship name: A'Rosa Riva) is a German river cruise ship, cruising
en|Boykəndil (also, Boykandul) is a village and municipality in the Lerik Rayon of Azerbaijan. It
en|Mozaffari (Persian: مظفري‎, also Romanized as Moz̧affarī) is a village in Pataveh Rural District, Pataveh
en|Bhawanipur is a village development committee in Parsa District in the Narayani Zone of southern
en|Maltby is a census-designated place (CDP) in Snohomish County, Washington, United States. The population was
en|Mitry is the name or part of the name of two communes of France: Mitry-Mory
en|Rhett Butler is a fictional character based on a historical figure of the same name
en|Hollifield is a surname. Notable people with the surname include: Mike Hollifield (born 1961), English
en|Birkdale is a locality in the City of Redland, Queensland, Australia. In the 2016 census,
en|Kizielany [kiʑeˈlanɨ] is a village in the administrative district of Gmina Janów, within Sokółka County,
en|John Morgan Boozer (July 6, 1938 – January 24, 1986) was an American Major League
en|Hexabromocyclododecane (HBCD or HBCDD) is a brominated flame retardant. It consists of twelve carbon, eighteen
en|Korea Primary Volleyball Federation(hangul : 한국초등배구연맹) is a subordinate organization of the Korea Volleyball Association.
en|Natashia Williams-Blach (born August 2, 1978) is an American actress, singer, and former Wonderbra campaign
en|Stephen James "Steve" Batchelor (born 22 June 1961) is an English former field hockey player....
en|Kordeh Deh (Persian: كرده ده‎) is a village in the Central District of Sareyn County,
en|Phyllonorycter lautella is a moth of the family Gracillariidae. It is known from all of
en|Jackpot247 (formerly Challenge Jackpot) is an interactive gambling website owned by Betsson Group, with television
en|The Gangut-class battleships, also known as the "Sevastopol class", were the first dreadnoughts begun for
en|Steven A. Drizin is an American lawyer and academic. He is currently a Clinical Professor
en|Edmund Dunch (or Dunche) (14 December 1657 Westminster – 31 May 1719 Little Wittenham) was
en|Youcef Zighoud (Arabic: يوسف زيغود‎ February 18, 1921 – September 25, 1956), also known as
en|The Lexington was a paddlewheel steamboat that operated along the Atlantic coast of the Northeastern
en|The artillery loop (also harness loop or manharness hitch) is a knot with a loop
en|Long Island, historically called Inishfada (Irish: Inis Fada, meaning "long island"), is an island that
en|Some Lessons: The Bedroom Sessions is the first EP recorded by singer-songwriter Melody Gardot....
en|Mocán was a medieval Irish saint. He established Teampall Inis Adhaimh (now Barraderry Church) south-east
en|Llisa (Aymara for a variety of quartz, also for a stone with a special shape
en|Albert Daniel Rutherston (5 December 1881 – 14 July 1953) was a British artist. He
en|Christian Democracy (Polish: Chrześcijańska Demokracja, ChD) was a political alliance in Poland....
en|Ramchandrasuri (c. 1897 – 1991) was a Jain monk and scholar....
en|Coleophora tanyleuca is a moth of the family Coleophoridae. It is found in Mauritania and
en|Joseph Bulcock (April 1879 – 20 April 1918) was an English professional football right back,
en|The Theater Lübeck (formerly Stage of the Hansestadt Lübeck, colloquially Stadttheater) is one of the
en|Joseph Grozer (1755–1799) was an English artist and printmaker. He resided at 8 Castle Street,
en|Metrernis ochrolina is a species of moth of the family Tortricidae first described by Edward
en|Franz Joseph Damian Junghanns (29 November 1800, in Stocksberg castle – 3 December 1875, in
en|Troll Satellite Station (Norwegian: Troll satellittstasjon), commonly abbreviated TrollSat, is a satellite ground station located
en|The Schornstein Grocery and Saloon is a commercial/residential building in Saint Paul, Minnesota, United States.
en|Dereyörük is a village in the District of Osmaneli, Bilecik Province, Turkey. As of 2010,
en|No More Days to Waste is the debut album by German pop punk band Aloha
en|Thomas Riley (March 1882 – November 1942) was an English professional football full back who
en|Iason Abramashvili (Georgian: იასონ აბრამაშვილი, pronounced [iɑsɔn ɑbrɑmɑʃvili]; born 26 April 1988) is a Georgian
en|Adam Sollitt (born 22 June 1977) is an English former professional footballer who played as
en|Henry Wayland Hill (November 13, 1853 – December 6, 1929) was an American lawyer, writer
en|Statistics of Super Liga in season 2005/2006....
en|Ferdinand Laloue (1794 in Passy – 27 September 1850) was a French dramatist, librettist and
en|Callisthenes (; Greek: Καλλισθένης, Kallisthenēs) was a Syrian who was believed to have been concerned
en|Lough Fern (Irish: Loch Fearna) is a freshwater lake in the northwest of Ireland. It
en|Toshio Iue (井植 歳男, Iue Toshio, 28 December 1902 – 16 July 1969) was a
en|Gro Marit Istad Kristiansen (born February 9, 1978) is a retired Norwegian biathlete from Voss.
en|IV Brigade, Royal Horse Artillery was a brigade of the Royal Horse Artillery which existed
en|The Battle on the Bayou is the name given to the college football rivalry between
en|In Greek mythology, Callirrhoe or Callirhoe (Ancient Greek: Καλλιρρόη or Καλλιρόη, meaning "Beautiful Flow," often
en|Pati Feagiai (born April 27, 1982) is an American Samoan football player. He has played
en|TechRax is a YouTube channel that focuses on making videos about the destruction of cell
en|Eskilsminne IF is a Swedish football club located in Helsingborg in Skåne County. ...
en|Roystonea oleracea, sometimes known as the Caribbean royal palm, palmiste, imperial palm or cabbage palm,
en|The Alacón Formation is a geologic formation in Spain in which fossil dinosaur tracks have
en|William Wallace Sanger (born in Hartford, Connecticut, 10 August 1819; died in New York City,
en|The following numbers characterize the area of Poland Area of Polish territory - 322,575 square
en|The classification of all headaches, including migraines, is organized by the International Headache Society, and
en|La Comuna (The Commune) was a controversial Mexican rock band formed by a highly intellectual,
en|Begum Bilquis Sheikh (12 December 1912 – 9 April 1997) was a Pakistani author and
en|Koznitsa (Bulgarian: Козница) is a village in south-eastern Bulgaria, situated in the Nesebar Municipality of
en|Kirinyaga may refer to: Kirinyaga (novel), by Mike Resnick "Kirinyaga" (short story), a 1988 short
en|Mokronos [mɔˈkrɔnɔs] (German: Justinenwalde) is a village in the administrative district of Gmina Lipiany, within
en|An amphibious assault ship (also commando carrier or an amphibious assault carrier) is a type
en|Alejandro Manuel Marque Porto (born 23 October 1981 in Pontevedra) is a Spanish cyclist riding
en|WOVA-LD is a low-powered, dual Fox/CW+-affiliated television station licensed to Parkersburg, West Virginia, United States
en|John Horsley may refer to: John Horsley (antiquarian) (1685–1732), British antiquarian John Callcott Horsley (1817–1903),
en|River of Death is a 1989 American action film written and directed by Steve Carver
en|Lady of the Tropics is a 1939 American drama film directed by Jack Conway, starring
en|The Göppingen Gö 4 or Goevier is a German sailplane of the late 1930s used
en|This is a list of the municipalities in the province and autonomous community of Cantabria,
en|Zilha Bajraktarević (10 February 1939 – 10 October 1976), known professionally as Silvana Armenulić (pronounced
en|The Samsung Galaxy Home is a smart speaker developed by Samsung Electronics. It was officially
en|Charles George Werner (March 23, 1909 – July 1, 1997) was an American editorial cartoonist
en|The Battle of Mapperley Hills was the mocking term given to an incident on Tuesday
en|George F. Paddison (1868 – 1918) was a five-term mayor of Eau Gallie, Florida from
en|Ronald Norman Dalby (September 5, 1929 – October 28, 2014) was a Canadian engineer. He
en|Lucius Afranius was an ancient Roman comic poet, who lived at the beginning of the
en|Parfums Caron is a French perfume house, established by Ernest Daltroff (1867–1941) in 1903. Founded
en|Tamil Muslims (Tamil: முஸ்லிம் தமிழர், muslim tamiẓhar (singular) ? [mʊslɪm t̪ɐmɪɻɐɾ], or Tamil: முஸ்லிம் தமிழர்கள்,
en|The 1972 Carolina 500 was a NASCAR Winston Cup Series racing event that took place
en|Ploemeur (Plañvour in Breton), sometimes written instead as Plœmeur, is a commune in the Morbihan
en|Bishopdale is a dale in the Yorkshire Dales National Park in North Yorkshire, England. The
en|Beer can races are casual boat races held in the summer at nautical and yacht
en|Forever. The Singles. is a greatest hits album featuring selected singles released by the British
en|Harpalus spurius is a species of ground beetle in the subfamily Harpalinae. It was described
en|The Very Best of Chris Rea is the third compilation album by British singer-songwriter Chris
en|Neaneflus is a genus of beetles in the family Cerambycidae, containing the following species: Neaneflus
en|George Scott Dickey (May 21, 1884 – 1953) was a farmer and political figure in
en|Orchis militaris Poir. is a synonym of Orchis italica. Orchis militaris, the military orchid, is
en|Paranisopodus heterotarsus is a species of beetle in the family Cerambycidae. It was described by
en|Jacob Tyson (October 8, 1773 – July 16, 1848) was an American lawyer and politician
en|Jakub Piotrowski (born 4 October 1997) is a Polish footballer who plays for K.R.C. Genk
en|Vahdatabad-e Mugarmun (Persian: وحدت ابادموگرمون‎, also Romanized as Vaḩdatābād-e Mūgarmūn; also known as Deh-e Vaḩdat
en|The 2016–17 UNC Wilmington Seahawks women's basketball team represented the University of North Carolina Wilmington
en|Situated in south-west Scotland, the Silver Flowe-Merrick Kells biosphere reserve is composed of two separate
en|Molly Dedham was a host of the Broadminded Radio program on XM Radio. She co-hosted
en|Dudhnai (Vidhan Sabha constituency) is one of the 126 assembly constituencies of Assam Legislative Assembly.
en|The Men's marathon T11 was a marathon event in athletics at the 1996 Summer Paralympics,
en|Heydt is a surname. Notable people with the surname include: Dorothy J. Heydt, American writer
en|The Liberal Alternative (French: Alternative Libérale or AL) is a French political party created on
en|Albert Riera Ortega (born 15 April 1982) is a Spanish retired footballer who played mainly
en|Omar Migineishvili (Georgian: ომარ მიგინეიშვილი, translit.: omar migineishvili, pronounced [ɔmɑr miɡinɛiʃvili]; born 2 September 1984)
en|Localized pustular psoriasis presents as two distinct conditions that must be considered separate from generalized
en|John William Adamson (1857-1949) was a British educationist and historian of education. From 1903 to
en|Destin Pipeline is a natural gas pipeline that gathers gas from the Gulf of Mexico
en|The effects of global warming are the environmental and social changes caused (directly or indirectly)
en|Anastrangalia is a genus of beetle in the family Cerambycidae, containing the following species: Anastrangalia
en|Niptinus unilineatus is a species of spider beetle in the family Ptinidae. It is found
en|Benita Valente (born October 19, 1934), is a distinguished American soprano whose long career has
en|In mathematics, a norm variety is a particular type of algebraic variety V over a
en|The 2009–10 Women's А Basketball League of Serbia is the 4th season of the First
en|The Golden Mosque (سنهرى مسجد, Sunehri Masjid) is a mosque in Old Delhi. It is
en|WHMT (740 AM, "Whiskey Country") is a radio station broadcasting a country music format. Licensed
en|This article covers some of the main streets in Rome, Italy....
en|Pigeon Creek may refer to: Pigeon Creek, Ohio, an unincorporated community Pigeon Creek, a creek
en|George Washington Thomas Jr. (March 9, 1883 – March 6, 1937) was an American blues
en|The coat of arms of Algiers, the capital of Algeria, was created after the country's
en|Hawaiian honeycreepers are small, passerine birds endemic to Hawaiʻi. They are closely related to the
en|Zhang Jiajie (simplified Chinese: 张嘉杰; traditional Chinese: 張嘉傑; pinyin: Zhāng Jiājié; born 27 February 1997)
en|Organdy or organdie is the sheerest and crispest cotton cloth made. Combed yarns contribute to
en|W.A.K.O. World Championships 2001 may refer to: W.A.K.O. World Championships 2001 (Belgrade) W.A.K.O. World Championships
en|Margarosticha bimaculalis is a moth in the family Crambidae. It was described by Snellen in
en|Graizelound is a hamlet in the civil parish of Haxey in North Lincolnshire, England. It
en|Cheshmeh Tabarqu (Persian: چشمه تبرقو‎, also Romanized as Cheshmeh Tabarqū) is a village in Dasht-e
en|Wizard World Chicago Comic Con, commonly known as the Chicago Comicon, is a comic book
en|Fox College Hoops (Fox CBB) is the blanket title used for Fox Sports broadcasts of
en|Split Second is a crime fiction novel written by American writer David Baldacci. This is
en|Silesian Opera in Bytom (Polish: Opera Śląska w Bytomiu) is an opera company in Bytom,
en|Killamarsh West is a former railway station in Halfway, South Yorkshire, England....
en|Little Qualicum Falls Provincial Park is a provincial park in British Columbia, Canada, on central
en|Stanković (Serbian Cyrillic: Станковић, pronounced [stǎːŋkoʋitɕ]) is a common surname derived from the South Slavic
en|0J (zero J) or 0-J may refer to: 0J, an abbreviation for January 0 0J,
en|Sheykhiabad-e Olya (Persian: شيخي آباد عليا‎, also Romanized as Sheykhīābād-e ‘Olyā; also known as Sheykhābād-e
en|Daniel Peláez Balbuena (born 23 August 1985) is a Peruvian footballer who plays as a
en|Hornussen is a municipality in the district of Laufenburg in the canton of Aargau in
en|A89 or A-89 may refer to: A89 motorway (France) A89 road (Scotland) Dutch Defence, in
en|The Prize Winner of Defiance, Ohio is a 2005 American biographical film written and directed
en|A riparian buffer or stream buffer is a vegetated area (a "buffer strip") near a
en|William Carr Crofts (1846–1894) was an English architect and entrepreneur who was a photographic pioneer....
en|Streptomyces youssoufiensi is a bacterium species from the genus of Streptomyces which has been isolated
en|Coleophora ofaistoni is a moth of the family Coleophoridae. It is found in the lower
en|Grenzaa or Schoonebeker Diep is a river on the border of Lower Saxony, Germany and
en|Progressive Republican Party (Partido Republicano Progresista, PRP) was a Communist party in Venezuela led by
en|Beulah Federal Credit Union is a faith based financial institution that is owned and operated
en|Eulimella ventricosa is a species of sea snail, a marine gastropod mollusk in the family
en|Brahmastram is a 2010 Indian Malayalam-language film directed by V. Somanath and starring Saiju Kurup
en|Theresa Manuel (January 7, 1926 – November 21, 2016) was an African American basketball player
en|Frederick Hugh Wright Crabb was an Anglican bishop in the 20th century.Born in Luppitt, Devon
en|The 1999–2000 FA Cup (known as The FA Cup sponsored by AXA for sponsorship reasons)
en|Ferchensee is a lake in Oberbayern, Bavaria, Germany, located at an elevation of 1060 metres.
en|Ezerche (Bulgarian: Езерче) is a village in northeastern Bulgaria, part of Tsar Kaloyan Municipality, Razgrad
en|Rob McEwen, CM (born April 15, 1950) is a Canadian businessman. He is the chairman
en|Walter Chetwynd (died 31 May 1638) was an English politician who sat in the House
en|Kay Mander (born Kathleen Molyneux Mander; 28 September 1915 – 29 December 2013) was a
en|Time Freak is a 2018 American comedy drama film written and directed by Andrew Bowler.
en|Lithuanian may refer to: Lithuanians Lithuanian language The country of Lithuania Grand Duchy of Lithuania
en|Aglaoschema quieci is a species of beetle in the family Cerambycidae. It was described by
en|Woy Woy Bay is a suburb located in the Central Coast region of New South
en|Events from the year 1593 in India....
en|Fencing at the 2015 Southeast Asian Games was held in OCBC Arena Hall 2, in
en|Greg Geise (born 3 April 1960) is an Australian cricketer. He played eight first-class and
en|ImMature is an Indian web series produced by TVF. It was globally released on 20
en|Snakes & Arrows Live is a live double CD and DVD by Canadian band Rush.
en|Hideo Noda (July 15, 1908 - January 12, 1939), also known as Hideo Benjamin Noda
en|Mike and Michelle Jackson were an Australian multi-instrumental duo principally known as children's entertainers. Between
en|"Julklockor över vår jord", also known as Hem till Norden, is a song that has
en|The comarca of Bajo Guadalquivir (also known as the Costa Noroeste or the Northwest Coast)
en|This article displays a list of the England national rugby union team's tours and series.
en|Gáston Begue (born 3 September 1972) is an Argentine alpine skier. He competed at the
en|Jordi Estadella Gracia (11 November 1948 – 30 April 2010) was a Spanish voice actor,
en|Ardez is a station on the Bever–Scuol-Tarasp railway. There are two trains per hour to
en|Aleut or variation may refer to; Aleuts, a peoples found in the Bering Sea/Straits area
en|Ga'ash (Hebrew: גַּעַשׁ, lit. Storm) is a kibbutz in central Israel. Located in the coastal
en|Central Chambers is a heritage listed building located at 61-63 High Street on the corner
en|U.S. Route 12 (US 12) in the U.S. state of Illinois is an arterial highway
en|Giovanni Bracco (6 June 1908 at Biella – 7 August 1968 at Biella) was an
en|Fred A. Mueller (born November 15, 1868 in North Milwaukee, Wisconsin) was a member of
en|Carta de Cuba (Letter from Cuba) is an international magazine featuring work by independent Cuban
en|El Sitio is a town located within the municipality of Pinos in the state of
en|Mary Queen of Heaven Roman Catholic Church is a historic church at N. First and
en|The Firelands Conference is an Ohio High School Athletic Association (OHSAA) athletic league located in
en|Blessed Pier Giorgio Frassati Catholic School (occasionally called Blessed Pier Giorgio Frassati CS, BPGFCS, or
en|Mihaela Armășescu (born 3 September 1963) is a retired Romanian rower. She competed in various
en|The Vernon Building Society (Poynton) Brass Band is a brass band from Poynton in Cheshire.
en|The Morgan Casket is a medieval-era casket from Southern Italy. The casket, attributed to the
en|Lieutenant General Arno Lamoer is a former Western Cape Provincial Police Commissioner for the South
en|The blue-headed parrot, also known as the blue-headed pionus (Pionus menstruus) is a medium large
en|Stanley Gerard Papi (born February 4, 1951) is a former major league baseball player perhaps
en|Evtimov is a surname. Notable people with the surname include: Anton Evtimov (born 1973), Bulgarian
en|The Speaker of the Western Australian Legislative Assembly is the presiding officer in the Legislative
en|Branko Božović (born 21 October 1969) is a former Serbian footballer who played as a
en|Justin M. Gross is an American voice actor. Gross is best known as the voice
en|Aamra (Bengali: আমরা "We") is an Indian Bengali movie released in 2006. Directed by Mainak
en|The Conspirator is a 2010 American mystery historical drama film directed by Robert Redford based
en|Mount Beauty is a small town in north-eastern Victoria, Australia. The town lies alongside the
en|Barrow Raiders are an English rugby league club who have had numerous notable players throughout
en|The Monarchy was an American comic book series written by Doselle Young with art by
en|La Meurdraquière is a commune in the Manche department in Normandy in north-western France...
en|The Patrick F. McManus House (also known as the Hiram Colver House) was built sometime
en|Tumby Bay is a coastal town situated on the Spencer Gulf, on the eastern coast
en|Siberian Federal District (Russian: Сиби́рский федера́льный о́круг, Sibirsky federalny okrug) is one of the eight
en|Psote (died 300), also known as Bisada, Besada, Abashadi, Abassadius, or Beshada, was a bishop
en|Yasin Kocatepe (born 8 September 1991) is a Turkish professional footballer who last played for
en|Luis Jesús Rioja González (born 16 October 1993) is a Spanish footballer who plays for
en|Sann Satt Naing (Burmese: ဆန်းဆက်နိုင်; also spelled Sann Satt Naing; born 4 November 1997) is
en|The 11 municipalities of the Tavastia Proper Region (Finnish: Kanta-Häme; Swedish: Egentliga Tavastland) in Finland
en|Khategaon is a town and a nagar palika in Dewas district in the Indian state
en|Bråkdalsbelgen is a mountain in Sel, Oppland. It has an elevation of 1,915 meters above
en|WRFD (880 AM) is a radio station licensed to both Worthington and Columbus, Ohio, United
en|During the 1940s, a movement to restore ancient Christianity in Britain and the West used
en|James Edward Dickson (born April 20, 1938) is an American retired professional baseball player, primarily
en|Lyubov Petrovna Orlova (Russian: Любо́вь Петро́вна Орло́ва; 29 January [O.S. 16 January] 1902, Zvenigorod –
en|Pyrrhia hedemanni is a moth of the family Noctuidae. It is found on the Korean
en|Hightown is a village in the New Forest district of Hampshire, England. Its nearest town
en|Aulacodes pulchralis is a moth in the family Crambidae. It was described by Walter Rothschild
en|USS Defense (AM-317) was an Auk-class minesweeper acquired by the United States Navy for the
en|Boyd McDonald (born 28 September 1932) is a Canadian pianist, fortepianist, composer, and music educator.
en|Clanwilliam Dam is a concrete gravity dam on the Olifants River, near Clanwilliam, Western Cape,
en|The MRT Sungai Buloh–Kajang line, or known as SBK Line, is the ninth rail transit
en|Claude Albert Buss (29 November 1903 – 17 November 1998) was a professor emeritus of
en|Hays may refer to:...
en|Gemmobacter lanyuensis is a Gram-negative, facultatively anaerobic bacterium from the genus of Gemmobacter which has
en|A scientific theory is an explanation of an aspect of the natural world that can
en|Maroc Telecom (Acronym: IAM, Arabic: اتصالات المغرب‎) is the main telecommunication company in Morocco. IAM
en|Tim Hancock (born 20 April 1972) is an English cricketer. He is a right-handed batsman
en|The Registrar General of Canada (French: Le registraire général du Canada) is responsible for registering
en|The Federal Dam is a manmade dam built across the Hudson River in the U.S.
en|The 1898 Western University of Pennsylvania football team represented Western University of Pennsylvania—now known as
en|John Fernandez Raspado (born February 20, 1981 in Quezon City) is a Filipino businessman and
en|Not to be confused with Tarka the Otter (film). Tarka (Kannada: ತರ್ಕ, English: Logic) is
en|Magnifico may refer to the following: Lorenzo de' Medici (1449 – 1492) known as Lorenzo
en|Conneaut Lake is the largest natural lake in Pennsylvania by surface area. It is located
en|William Henry Harrison High School is a common name for high schools in the United
en|This is the first edition of the tournament....
en|The Tetreauville Formation is a geologic formation in Quebec. It preserves fossils dating back to
en|The Airoli Bridge is a bridge in the Mumbai metropolitan area of India. It was
en|J. Edward Pawlick (27 April 1927, New York City – 7 October 2007, Weston, Massachusetts)
en|The Mackinaw River is a 130-mile-long (210 km) tributary of the Illinois River in the
en|The Carvalho worm lizard (Amphisbaena carvalhoi) is a worm lizard species in the family Amphisbaenidae....
en|In lattice theory, a bounded lattice L is called a 0,1-simple lattice if nonconstant lattice
en|Drayson may refer to: Burnaby Drayson (1913–1983), British Conservative politician. Paul Drayson, Baron Drayson (born
en|12" Masters – The Essential Mixes (commonly referred to as simply Essential Mixes) is a
en|These players have either; won Challenge Cup, Rugby Football League Championship/Super League Grand Final, Yorkshire
en|The Danish Landsting election of 1928 was held on 21 September 1928, with the exceptions
en|Hamdallaye may refer to: Hamdallaye, Burkina Faso, a village in Tikare Department, Bam Province, Burkina
en|Marie Sainte Dédée Bazile (fl. 1806), known as Défilée and Défilée-La-Folle, is a figure of
en|Albinvest is the Government of Albania organization that promotes and attracts foreign direct investment into
en|Thaka Dhimi Tha Dancing Star (ತಕಧಿಮಿತ ಡಾನ್ಸಿಂಗ್ ಸ್ಟಾರ್) is a Kannada dance reality show broadcast
en|In cryptography, SC2000 is a block cipher invented by a research group at Fujitsu Labs.
en|Chairel is an extinct Sal language of Manipur, India. It is preserved only in a
en|Ludynia [luˈdɨɲa] is a village in the administrative district of Gmina Krasocin, within Włoszczowa County,
en|SBCA may refer to: Satellite Broadcasting and Communications Association, the national trade organization representing the
en|The 51st New Zealand Parliament was elected at the 2014 general election. This Parliament consists
en|The West Coast Trojans were (they folded before the end, of 2018 season due to
en|Frank Clifford Whitmore (October 1, 1887 – June 24, 1947), nicknamed "Rocky", was a prominent
en|Tomahawk is a town in Lincoln County, Wisconsin, United States. The population was 439 at
en|Afonso Pereira de Lacerda was the fifth captain-major of Portuguese Ceylon. Lacerda was appointed in
en|Siti Aisyah We Tenriolle was the Queen ("Datu") of the Kingdom of Tenatte (now Bone),
en|The Chowchilla Mountains are a mountain range in Mariposa County, California....
en|Szembruczek [ʂɛmˈbrut͡ʂɛk] (German: Klein Schönbrück) is a village in the administrative district of Gmina Rogóźno,
en|New York State Route 910D (NY 910D) is an unsigned reference route designation for Washington
en|The 2013 Pittsburgh mayoral election took place on November 5, 2013. Democrat Bill Peduto was
en|Schiff Scout Reservation refers to one of two Boy Scout reservations (campgrounds) located in the
en|The 2000 Michigan State Spartans football team represented Michigan State University in the 2000 NCAA
en|Keeping Up with the Kardashians is an American reality television series. Its premise was originated
en|The Rustica di Calabria or Sciara is an indigenous breed of domestic goat from Calabria
en|The Cognitive Science Society is a professional society for the interdisciplinary field of cognitive science.
en|Bălcăuți is a commune in Briceni District, Moldova. It is composed of two villages, Bălcăuți
en|Ugrasena (Sanskrit: उग्रसेन) is a legendary Yadava king in Hindu mythology. He was the king
en|Xiao Zhengde (蕭正德) (died 549), courtesy name Gonghe (公和), was an imperial prince and briefly
en|Thomas "Corder" Pettifor Catchpool (15 July 1883 – 16 September 1952), born Leicester, was an
en|Olcay Gür (born 27 March 1991) is a Liechtensteiner footballer of Turkish descent who plays
en|"Yes I Will", also known as "I'll Be True to You", is a song written
en|Hindle Wakes is a 1927 British silent film drama, directed by Maurice Elvey and starring
en|Yuuki Ozaki (尾崎雄貴, Ozaki Yūki, born May 27, 1991), is a Japanese musician, who is
en|Ararki is a village in Hanumangarh district of Rajasthan State, India. Ararki is 9 km
en|Daniel Henry Rothschild (born 1979) is an American philosopher and Head of University College London
en|Samuel Joel "Zero" Mostel (February 28, 1915 – September 8, 1977) was an American actor,
en|Istria is a station on Line 5 of Milan Metro....
en|Solberg Inlet (68°19′S 65°15′W) is an ice-filled inlet 5 to 10 nautical miles (18 km)
en|Roman cement is a substance developed by James Parker in the 1780s, being patented in
en|Marcus Holmgren Pedersen (born 16 June 2000) is a Norwegian professional footballer who plays for
en|Poothakkulam is a village in Kollam district in the state of Kerala, India.Poothakkulam also known
en|Informatics for Consumer Health (ICH) is a government initiative coordinated by the National Cancer Institute
en|Alison Julie Nathan (born June 1972) is a United States District Judge of the United
en|During their career, Bulletman and Bulletgirl have met many enemies....
en|The Plum Village Tradition is a school of Buddhism named after the Plum Village Monastery
en|The Curie family is a French family with a number of illustrious scientists. Several members
en|Pejibaye District Pejibaye District, Jiménez, Costa Rica Pejibaye District, Pérez Zeledón, Costa Rica...
en|Joanna Van Gyseghem (born 4 September 1941, Tunbridge Wells) is an English actress, educated at
en|Tuberoschistura is a small genus of stone loaches found in Southeast Asia....
en|Pablo Villanueva Branda (born 17 September 1935), known as Melcochita, is a Peruvian comedian and
en|Odin Glacier (77°35′S 161°36′E) is a small glacier that drains the west slopes of Mount
en|Liocoris tripustulatus or the common nettle bug is a species of plant bugs belonging to
en|Sir Frederick Francis Baker, 2nd Baronet (1772–1830) was a Fellow of the Royal Society....
en|Cartwright Point is a cape and neighbourhood in Kingston, Ontario, Canada. Located east of the
en|David Hájek is a Czech professional ice hockey defenceman who played with HC Slovan Bratislava
en|How's About It is a 1943 musical film starring The Andrews Sisters. ...
en|Thomas Hacket, D.D. was an Anglican bishop in the second half of the seventeenth century.An
en|Martin Blume Jr. Farm is a historic home and farm located in St. Joseph Township,
